,nfl_id,esb_id,gsis_id,full_name,last_name,dob,pfr_id,first_name,height,weight,college,draft_year,draft_position,combine_forty,combine_bench_reps,combine_broad_jump,combine_shuttle,combine_cone,combine_vertical
7628,2507951,MCC643221,00-0027447,Rico McCoy,McCoy,1987-11-06,,,,,,,,,,,,,
7629,2507867,OVE139116,00-0027287,Nathan Overbay,Overbay,1987-01-04,OverNa00,Nathan,77.0,270.0,,,,,,,,,
7630,497312,PAR365365,00-0027450,Preston Parker,Parker,1987-02-13,ParkPr00,Preston,72.0,200.0,Florida St.,,,4.59,16.0,117.0,4.16,,35.0
7631,2507977,PAS172866,00-0027497,Darrell Pasco,Pasco,1987-05-15,,,,,,,,,,,,,
7632,494251,ASA595852,00-0027759,Larry Asante,Asante,1988-03-07,AsanLa99,Larry,72.0,211.0,Nebraska,2010.0,160.0,4.62,14.0,118.0,4.17,7.0,37.5
7633,2507930,BAR190936,00-0027415,Will Barker,Barker,1987-07-03,BarkWi20,Will,79.0,315.0,Virginia,,,,,,,,
7634,497149,BLO626278,00-0027325,LeGarrette Blount,Blount,1986-12-05,BlouLe00,LeGarrette,72.0,247.0,East Mississippi CC,,,4.7,18.0,117.0,4.49,6.85,35.0
7635,497077,BOW044716,00-0027771,Brent Bowden,Bowden,1987-05-21,,,,,,,,,,,,,
7636,497270,BEN192067,00-0027654,Arrelious Benn,Benn,1988-09-08,BennAr00,Arrelious,74.0,225.0,Illinois,2010.0,39.0,4.57,20.0,118.0,,,37.0
7637,496917,CUR232742,00-0027698,Rennie Curran,Curran,1988-11-10,CurrRe99,Rennie,71.0,225.0,Georgia,2010.0,97.0,4.75,25.0,,,,34.5
7638,496776,DAV361006,00-0027748,Hall Davis,Davis,1987-03-02,DaviHa21,Hall,78.0,262.0,Louisiana,2010.0,149.0,4.84,28.0,,,,
7639,2508023,HAN577200,00-0027586,Jeff Hansen,Hansen,1986-09-24,,,,,,,,,,,,,
7640,2507984,HAW268180,00-0027507,Chris Hawkins,Hawkins,1986-04-12,HawkCh00,Chris,72.0,187.0,LSU,,,4.43,16.0,118.0,4.46,6.91,35.0
7641,497232,GEE563235,00-0027283,Riar Geer,Geer,1986-12-19,,,,,,,,,,,,,
7642,2508012,COR140829,00-0027565,Jack Corcoran,Corcoran,1987-06-26,,,,,,,,,,,,,
7643,497336,WIL206430,00-0027893,Damian Williams,Williams,1988-05-26,WillDa04,Damian,73.0,190.0,USC,2010.0,77.0,4.52,19.0,118.0,4.24,6.79,38.0
7644,2507990,PFA266972,00-0027515,Steve Pfahler,Pfahler,1987-08-21,,,,,,,,,,,,,
7645,2508053,JOH000005,00-0027747,Robert Johnson,Johnson,1987-02-13,JohnRo99,Robert,74.0,195.0,Utah,2010.0,148.0,,,,,,
7646,2507887,LIN301793,00-0027331,Dominique Lindsay,Lindsay,1986-12-08,,,,,,,,,,,,,
7647,1037885,MAR136781,00-0027816,Marc Mariani,Mariani,1987-05-02,MariMa00,Marc,73.0,190.0,Montana,2010.0,222.0,,,,,,
7648,496857,SHE558845,00-0027571,Malcolm Sheppard,Sheppard,1988-02-13,ShepMa00,Malcolm,74.0,291.0,Arkansas,,,5.11,19.0,100.0,4.78,7.81,28.0
7649,1037844,SMI697160,00-0027775,Rusty Smith,Smith,1987-01-28,SmitRu01,Rusty,77.0,212.0,Florida Atlantic,2010.0,176.0,,,,,,
7650,497184,JOH672252,00-0027328,Stafon Johnson,Johnson,1988-02-06,,,,,,,,,,,,,
7651,2507888,MAT570050,00-0027333,Kevin Matthews,Matthews,1987-02-04,MattKe20,Kevin,75.0,298.0,Texas A&M,,,,,,,,
7652,494317,VER599864,00-0027705,Alterraun Verner,Verner,1988-12-13,VernAl99,Alterraun,70.0,187.0,UCLA,2010.0,104.0,4.52,11.0,116.0,4.12,6.7,32.0
7653,494303,ROL526310,00-0027802,Myron Rolle,Rolle,1986-10-30,,,,,,,,,,,,,
7654,496828,MOR161260,00-0027868,Derrick Morgan,Morgan,1989-01-06,MorgDe99,Derrick,76.0,261.0,Georgia Tech,2010.0,16.0,4.77,,112.0,4.43,7.12,34.0
7655,2507889,SEW078786,00-0027336,Bobby Sewall,Sewall,1988-02-29,,,,,,,,,,,,,
7656,496996,CAP172013,00-0027823,Selvish Capers,Capers,1985-11-13,CapeSe20,Selvish,77.0,304.0,West Virginia,2010.0,231.0,5.11,19.0,106.0,4.68,7.68,30.5
7657,497000,COO093166,00-0027821,Erik Cook,Cook,1987-07-05,CookEr00,Erik,78.0,320.0,New Mexico,2010.0,229.0,5.55,19.0,94.0,4.99,8.24,25.0
7658,497214,WIL384587,00-0027214,Keiland Williams,Williams,1986-08-14,WillKe03,Keiland,71.0,225.0,LSU,,,4.52,,,,,
7660,497073,WIL547553,00-0027857,Trent Williams,Williams,1988-07-19,WillTr21,Trent,77.0,320.0,Oklahoma,2010.0,4.0,4.81,23.0,113.0,4.63,7.64,34.5
7661,2507886,JOS217575,00-0027329,Joe Joseph,Joseph,1985-10-20,JoseJo21,Joe,74.0,300.0,Miami (FL),,,,,,,,
7662,497194,MCN343907,00-0027589,Shawnbrey McNeal,McNeal,1988-10-17,,,,,,,,,,,,,
7663,496949,RIL545116,00-0027704,Perry Riley,Riley,1988-05-03,RilePe00,Perry,73.0,238.0,LSU,2010.0,103.0,4.69,,119.0,4.25,6.97,35.5
7664,2507827,RUS335570,00-0027213,Anderson Russell,Russell,1987-05-30,RussAn01,Anderson,72.0,205.0,Ohio St.,,,,,,,,
7665,2507828,PAU641214,00-0027215,Logan Paulsen,Paulsen,1987-02-26,PaulLo00,Logan,77.0,268.0,UCLA,,,,,,,,
7666,1037882,AUS667010,00-0027813,Terrence Austin,Austin,1988-08-25,AustTe00,Terrence,71.0,175.0,UCLA,2010.0,219.0,,,,,,
7667,497266,BAN413790,00-0027618,Brandon Banks,Banks,1987-12-21,BankBr00,Brandon,67.0,150.0,Kansas St.,,,4.37,,113.0,4.29,6.88,31.0
7668,2531032,CAM373860,00-0028715,Jared Campbell,Campbell,1989-08-30,,,,,,,,,,,,,
7669,2495427,BAR726560,00-0028272,Ryan Bartholomew,Bartholomew,1988-03-21,,,,,,,,,,,,,
7670,2495101,ACH678651,00-0028041,Sam Acho,Acho,1988-09-06,AchoSa00,Sam,75.0,259.0,Texas,2011.0,103.0,4.67,23.0,112.0,4.32,6.69,33.5
7671,2531052,NIC138477,00-0028735,Aaron Nichols,Nichols,1988-03-20,,,,,,,,,,,,,
7672,2531085,NNA098740,00-0028725,Bryant Nnabuife,Nnabuife,1988-12-29,,,,,,,,,,,,,
7673,2531055,ODO810924,00-0028726,Kris O'Dowd,O'Dowd,1988-05-14,,,,,,,,,,,,,
7674,2531044,IRV706107,00-0028719,Tommy Irvin,Irvin,1989-04-06,,,,,,,,,,,,,
7675,2495474,WIL000004,00-0027976,Ryan Williams,Williams,1990-04-09,WillRy00,Ryan,70.0,205.0,Virginia Tech,2011.0,38.0,4.59,19.0,123.0,4.18,6.96,40.0
7676,2531045,JEF070661,00-0028720,Sean Jeffcoat,Jeffcoat,1989-07-10,,,,,,,,,,,,,
7677,2531073,YOU179535,00-0028731,D.J. Young,Young,1988-01-26,YounD.00,D.J.,77.0,298.0,,,,,,,,,
7678,2508130,CAR640974,00-0028122,David Carter,Carter,1987-12-10,CartDa01,David,76.0,297.0,UCLA,2011.0,184.0,,,,,,
7679,2531035,CUR555815,00-0028716,Daiveun Curry-Chapman,Curry-Chapman,1988-05-23,,,,,,,,,,,,,
7680,2495504,PET415511,00-0027943,Patrick Peterson,Peterson,1990-07-11,PetePa00,Patrick,73.0,203.0,LSU,2011.0,5.0,4.31,15.0,126.0,4.07,6.58,38.0
7681,2531056,POW572739,00-0028736,William Powell,Powell,1988-03-09,PoweWi00,William,69.0,207.0,Kansas St.,,,,,,,,
7682,2531058,RIC182288,00-0028727,Andrew Rich,Rich,1986-01-01,,,,,,,,,,,,,
7683,2531037,DUN538228,00-0028717,Desia Dunn,Dunn,1988-11-10,,,,,,,,,,,,,
7684,2508142,SAM332233,00-0028187,DeMarco Sampson,Sampson,1985-12-19,SampDe00,DeMarco,74.0,201.0,San Diego St.,2011.0,249.0,4.41,14.0,,,,
7685,2531047,LEM349212,00-0028721,Duke Lemmens,Lemmens,1988-09-27,,,,,,,,,,,,,
7686,2531038,EPP128680,00-0028718,Derek Epperson,Epperson,1989-04-28,,,,,,,,,,,,,
7687,2499262,LIN353226,00-0028145,Korey Lindsey,Lindsey,1989-02-03,LindKo00,Korey,71.0,194.0,Southern Illinois,2011.0,207.0,,,,,,
7688,2531048,LUM488598,00-0028722,Ricky Lumpkin,Lumpkin,1988-09-07,LumpRi00,Ricky,76.0,306.0,Kentucky,,,,,,,,
7689,2495340,SHE644991,00-0028074,Anthony Sherman,Sherman,1988-12-11,SherAn00,Anthony,70.0,242.0,Connecticut,2011.0,136.0,4.74,32.0,111.0,4.41,7.23,32.5
7690,2531060,SKE611991,00-0028728,Steve Skelton,Skelton,1989-08-06,SkelSt00,Stephen,77.0,250.0,,,,,,,,,
7691,2531064,SMI456170,00-0028691,Kendall Smith,Smith,1987-12-03,,,,,,,,,,,,,
7692,2531065,SPE735371,00-0028729,Jason Speredon,Speredon,1984-11-30,,,,,,,,,,,,,
7693,2495235,STU626066,00-0028109,Quan Sturdivant,Sturdivant,1988-12-05,SturQu00,Quan,73.0,241.0,North Carolina,2011.0,171.0,4.75,21.0,115.0,4.5,,34.0
7694,2531050,MEN806869,00-0028723,Eric Mensik,Mensik,1987-12-18,,,,,,,,,,,,,
7695,2531067,THO825970,00-0028688,Brad Thorson,Thorson,1987-10-30,,,,,,,,,,,,,
7696,2508112,HOU358294,00-0028007,Rob Housler,Housler,1988-03-17,HousRo01,Rob,77.0,238.0,Florida Atlantic,2011.0,69.0,4.46,22.0,117.0,4.21,6.9,37.0
7697,2530565,BEA761756,00-0028301,Doug Beaumont,Beaumont,1988-12-11,,,,,,,,,,,,,
7698,2530566,BEL110738,00-0028302,Kirk Belgrave,Belgrave,1987-01-29,,,,,,,,,,,,,
7699,2495124,BOS219856,00-0028130,Matt Bosher,Bosher,1987-10-18,BoshMa00,Matthew,72.0,208.0,Miami (FL),2011.0,192.0,4.78,8.0,,,,
7700,2530578,FRO291046,00-0028310,Adam Froman,Froman,1987-12-18,,,,,,,,,,,,,
7701,2530610,WEL363873,00-0028334,Darrin Walls,Walls,1988-06-20,WallDa00,Darrin,72.0,190.0,Notre Dame,,,,,,,,
7702,2508136,JAC035547,00-0028148,Andrew Jackson,Jackson,1988-10-18,JackAn00,Andrew,77.0,299.0,Fresno St.,2011.0,210.0,5.27,25.0,98.0,4.65,7.55,28.0
7703,2495368,WIN806401,00-0028335,Ryan Winterswyk,Winterswyk,1987-02-10,,,,,,,,,,,,,
7704,2530616,YEN237309,00-0028336,Youri Yenga,Yenga,1988-11-11,,,,,,,,,,,,,
7705,2495454,JON640315,00-0027944,Julio Jones,Jones,1989-02-08,JoneJu02,Julio,75.0,220.0,Alabama,2011.0,6.0,4.34,17.0,135.0,4.25,6.66,38.5
7706,2530682,GAL512568,00-0028406,Tommy Gallarda,Gallarda,1988-05-08,GallTo00,Tommy,77.0,262.0,Boise St.,,,,,,,,
7707,2531203,CON128909,00-0028792,Kevin Cone,Cone,1988-03-20,ConeKe00,Kevin,74.0,207.0,Georgia Tech,,,,,,,,
7708,2530580,GOR411339,00-0028312,P.J. Gore,Gore,1987-06-30,,,,,,,,,,,,,
7709,2530574,COX490272,00-0028303,Lucas Cox,Cox,1987-11-24,,,,,,,,,,,,,
7710,2508104,PRI420512,00-0027935,Rafael Priest,Priest,1987-03-11,,,,,,,,,,,,,
7711,2530575,DAV286887,00-0028307,Drew Davis,Davis,1989-01-04,DaviDr00,Drew,73.0,205.0,Oregon,,,,,,,,
7712,2495276,DEN660497,00-0028029,Akeem Dent,Dent,1987-09-27,DentAk00,Akeem,73.0,242.0,Georgia,2011.0,91.0,4.73,24.0,123.0,,,37.5
7713,2495471,ROD369979,00-0028083,Jacquizz Rodgers,Rodgers,1990-02-06,RodgJa00,Jacquizz,66.0,205.0,Oregon St.,2011.0,145.0,4.59,,113.0,4.26,7.31,33.0
7714,2530601,SCH684284,00-0028329,Andrew Schulze,Schulze,1987-09-23,,,,,,,,,,,,,
7715,2531234,SIM100214,00-0028806,A.J. Simmons,Simmons,1988-08-12,,,,,,,,,,,,,
7716,2495198,MAT000000,00-0028168,Cliff Matthews,Matthews,1989-08-05,MattCl01,Cliff,76.0,265.0,South Carolina,2011.0,230.0,4.81,17.0,112.0,4.37,7.21,32.0
7717,2530591,MCM174515,00-0028326,Ryan McMahon,McMahon,1988-05-11,,,,,,,,,,,,,
7718,2530604,SYL413791,00-0028330,Philip Sylvester,Sylvester,1988-11-01,,,,,,,,,,,,,
7719,2530508,HAN582234,00-0028320,Matt Hansen,Hansen,1989-09-10,,,,,,,,,,,,,
7720,2530592,MER663836,00-0028327,Thor Merrow,Merrow,1986-12-08,,,,,,,,,,,,,
7721,2530606,THO613874,00-0028331,LaMarcus Thompson,Thompson,1987-09-08,,,,,,,,,,,,,
7722,2530608,TUI486204,00-0028333,Suaesi Tuimaunei,Tuimaunei,1988-02-11,TuimSu00,Suaesi,73.0,205.0,,,,,,,,,
7723,2530491,BYN301611,00-0028278,Josh Bynes,Bynes,1989-08-24,ByneJo00,Josh,73.0,235.0,Auburn,,,,,,,,
7724,2495263,BER502108,00-0028275,Damien Berry,Berry,1988-10-21,BerrDa00,Damien,72.0,215.0,,,,4.58,23.0,120.0,4.12,7.0,33.5
7725,2495428,BOR397985,00-0028276,Justin Boren,Boren,1988-04-28,BoreJu00,Justin,74.0,309.0,,,,5.4,28.0,,4.75,7.57,
7726,2530568,BRA227682,00-0028277,Rodney Bradley,Bradley,1988-09-10,,,,,,,,,,,,,
7727,2508138,ALL055530,00-0028163,Anthony Allen,Allen,1988-08-06,AlleAn01,Anthony,72.0,223.0,Louisville,2011.0,225.0,4.56,24.0,120.0,4.06,6.79,41.5
7728,2495126,BRO350727,00-0028102,Chykie Brown,Brown,1986-12-26,BrowCh05,Chykie,72.0,185.0,Texas,2011.0,164.0,4.49,,120.0,4.0,6.5,36.5
7729,2530556,WIG184866,00-0028240,Kenny Wiggins,Wiggins,1988-08-08,WiggKe00,Kenny,78.0,315.0,Fresno St.,,,,,,,,
7730,2530612,WIL185217,00-0028287,Chavis Williams,Williams,1989-07-10,WillCh01,Chavis,75.0,220.0,Alabama,,,,,,,,
7731,2530613,WIL416260,00-0028288,LaQuan Williams,Williams,1988-06-27,WillLa01,LaQuan,72.0,200.0,Maryland,,,,,,,,
7732,2530557,WIL455268,00-0028289,Nate Williams,Williams,1989-04-11,,,,,,,,,,,,,
7733,2530783,JON235386,00-0028378,D.J. Jones,Jones,1988-05-08,,,,,,,,,,,,,
7734,2495433,CHI785591,00-0028452,Garrett Chisolm,Chisolm,1988-04-02,,,,,,,,,,,,,
7735,2495434,REI280873,00-0028023,Jah Reid,Reid,1988-07-21,ReidJa00,Jah,79.0,325.0,Central Florida,2011.0,85.0,5.32,28.0,111.0,4.65,7.73,29.5
7736,2495449,DOS560472,00-0028061,Tandon Doss,Doss,1989-09-22,DossTa00,Tandon,74.0,201.0,Indiana,2011.0,123.0,4.62,14.0,,,,
7737,2530586,LEO274388,00-0028280,Anthony Leon,Leon,1987-10-22,,,,,,,,,,,,,
7738,2530600,SCA247669,00-0028284,Patrick Scales,Scales,1988-02-11,ScalPa00,Patrick,75.0,228.0,Utah St.,,,,,,,,
7739,2530788,LIV019321,00-0028456,Phillip Livas,Livas,1989-04-24,,,,,,,,,,,,,
7740,2530850,MAD657821,00-0028484,Colin Madison,Madison,1989-06-13,,,,,,,,,,,,,
7741,2530863,SIM167787,00-0028490,Derek Simmons,Simmons,1988-02-16,,,,,,,,,,,,,
7742,2508107,SMI000006,00-0027965,Jimmy Smith,Smith,1988-07-26,SmitJi03,Jimmy,74.0,210.0,Colorado,2011.0,27.0,4.42,24.0,123.0,4.06,6.93,36.0
7743,2495459,SMI344958,00-0027996,Torrey Smith,Smith,1989-01-26,SmitTo02,Torrey,72.0,205.0,Maryland,2011.0,58.0,4.41,19.0,126.0,4.13,6.72,41.0
7744,2531335,MCA299360,00-0028823,Mike McAdoo,McAdoo,1990-07-09,McAdMi00,Michael,79.0,245.0,,,,,,,,,
7745,2495240,TAY764868,00-0028118,Tyrod Taylor,Taylor,1989-08-03,TaylTy00,Tyrod,73.0,217.0,Virginia Tech,2011.0,180.0,4.47,,126.0,4.09,6.78,37.5
7746,2530581,HAL190115,00-0028279,Bryan Hall,Hall,1988-09-12,HallBr00,Bryan,72.0,295.0,Arkansas St.,,,,,,,,
7747,2530688,HAR139309,00-0028361,Jacob Harfman,Harfman,1989-07-26,,,,,,,,,,,,,
7748,2495201,MCP426538,00-0028103,Pernell McPhee,McPhee,1988-12-17,McPhPe00,Pernell,75.0,265.0,Mississippi St.,2011.0,165.0,4.91,20.0,107.0,4.59,7.13,28.5
7749,2530593,MOR417393,00-0028282,Johdrick Morris,Morris,1988-03-19,,,,,,,,,,,,,
7750,89810,VAN380213,00-0027937,Eric Vanden Heuvel,Vanden Heuvel,1987-06-15,,,,,,,,,,,,,
7751,2530660,AIK246111,00-0028497,Kamar Aiken,Aiken,1989-05-30,AikeKa00,Kamar,74.0,216.0,Central Florida,,,,,,,,
7752,2495280,FOR501980,00-0028500,Reid Forrest,Forrest,1987-11-02,,,,,,,,,,,,,
7753,2530723,NES072787,00-0028508,Joshua Nesbitt,Nesbitt,1988-04-15,,,,,,,,,,,,,
7754,2508129,WHI137459,00-0028107,Chris White,White,1989-01-15,WhitCh03,Chris,74.0,241.0,Mississippi St.,2011.0,169.0,4.65,17.0,115.0,4.25,6.95,34.0
7755,2495362,WHI311455,00-0028071,Johnny White,White,1988-02-03,WhitJo01,Johnny,70.0,200.0,North Carolina,2011.0,133.0,4.5,,117.0,4.31,7.07,32.5
7756,2508110,WIL132538,00-0027972,Aaron Williams,Williams,1990-04-23,WillAa00,Aaron,72.0,195.0,Texas,2011.0,34.0,4.55,18.0,127.0,4.07,6.72,37.5
7757,2508133,WIL384589,00-0028134,Keith Williams,Williams,1988-04-08,WillKe04,Keith,76.0,312.0,Nebraska,2011.0,196.0,5.28,23.0,93.0,5.03,8.42,24.5
7758,2499281,JAS260789,00-0028183,Michael Jasper,Jasper,1986-10-08,,,,,,,,,,,,,
7759,2530702,JEF126261,00-0028504,Brad Jefferson,Jefferson,1989-03-22,,,,,,,,,,,,,
7760,2530709,LAN594187,00-0028513,T.J. Langley,Langley,1989-07-28,,,,,,,,,,,,,
7761,2530957,GIL804953,00-0028646,David Gilreath,Gilreath,1988-12-11,GilrDa00,David,71.0,169.0,Wisconsin,,,,,,,,
7762,2530685,GLO694400,00-0028501,Sidney Glover,Glover,1989-02-01,,,,,,,,,,,,,
7763,2530670,COL325564,00-0028498,Rajric Coleman,Coleman,1989-07-13,,,,,,,,,,,,,
7764,2530671,COO067602,00-0028499,Domonic Cook,Cook,1989-04-04,,,,,,,,,,,,,
7765,2495478,DAR319542,00-0027941,Marcell Dareus,Dareus,1990-03-13,DareMa00,Marcell,75.0,331.0,Alabama,2011.0,3.0,4.93,24.0,,4.62,7.83,27.0
7766,2530673,EDD300861,00-0028376,Robert Eddins,Eddins,1988-10-11,EddiRo00,Robert,75.0,248.0,Ball St.,,,,,,,,
7767,2508135,ROG442915,00-0028144,Justin Rogers,Rogers,1988-01-16,RogeJu00,Justin,71.0,180.0,Richmond,2011.0,206.0,4.45,14.0,114.0,4.2,7.21,33.0
7768,2495339,SEA484041,00-0028038,Da'Norris Searcy,Searcy,1988-11-16,SearDa00,Da'Norris,71.0,205.0,North Carolina,2011.0,100.0,4.55,27.0,120.0,4.09,6.87,33.0
7769,2531233,ELZ780080,00-0028809,Anthony Elzy,Elzy,1987-07-11,,,,,,,,,,,,,
7770,2495229,SHE554427,00-0028006,Kelvin Sheppard,Sheppard,1988-01-02,ShepKe00,Kelvin,74.0,249.0,LSU,2011.0,68.0,4.7,22.0,110.0,4.28,,33.5
7771,2495347,SMI480240,00-0028097,Lee Smith,Smith,1987-11-21,SmitLe00,Lee,78.0,265.0,Tennessee,2011.0,159.0,4.94,25.0,108.0,4.28,7.13,29.0
7772,2530737,SWI721674,00-0028510,Michael Switzer,Switzer,1988-12-21,,,,,,,,,,,,,
7773,2495157,HAI673464,00-0028060,Chris Hairston,Hairston,1989-04-26,HairCh00,Chris,78.0,323.0,Clemson,2011.0,122.0,5.38,33.0,96.0,4.7,7.9,29.0
7774,2530716,MEA776292,00-0028505,Loyce Means,Means,1989-03-31,,,,,,,,,,,,,
7775,2530717,MIL242706,00-0028506,Doyle Miller,Miller,1987-12-26,,,,,,,,,,,,,
7776,2495355,THO574374,00-0028512,Isaiah Thompson,Thompson,1987-12-12,,,,,,,,,,,,,
7777,2530692,HAZ717320,00-0028502,Chris Hazley,Hazley,1987-08-09,,,,,,,,,,,,,
7778,2531068,VER595250,00-0028730,Jake Vermiglio,Vermiglio,1987-11-20,,,,,,,,,,,,,
7779,2530695,HIC347709,00-0028503,Brandon Hicks,Hicks,1989-03-22,,,,,,,,,,,,,
7780,2531030,BEL256488,00-0028738,Byron Bell,Bell,1989-01-17,BellBy00,Byron,77.0,320.0,New Mexico,,,,,,,,
7781,2495444,ADA214943,00-0028746,Darvin Adams,Adams,1990-01-05,AdamDa00,Darvin,75.0,185.0,Auburn,,,4.56,,,,,
7782,2530829,BRO806437,00-0028383,Bryant Browning,Browning,1988-06-26,BrowBr01,Bryant,76.0,319.0,Ohio St.,,,,,,,,
7783,2495282,FUA043162,00-0028035,Sione Fua,Fua,1988-06-15,FuaxSi00,Sione,73.0,307.0,Stanford,2011.0,97.0,5.28,30.0,101.0,4.54,7.54,24.0
7784,2499272,NEL513144,00-0028167,Jonathan Nelson,Nelson,1988-05-06,NelsJo01,Jonathan,71.0,198.0,Oklahoma,2011.0,229.0,,,,,,
7785,2495455,NEW693984,00-0027939,Cam Newton,Newton,1989-05-11,NewtCa00,Cam,77.0,245.0,Florida,2011.0,1.0,4.56,,126.0,4.18,6.92,35.0
7786,2531069,WAR658832,00-0028748,Jamorris Warren,Warren,1987-02-15,,,,,,,,,,,,,
7787,2508134,WIL577945,00-0028141,Zack Williams,Williams,1988-12-27,WillZa01,Zack,75.0,307.0,Washington St.,,,5.18,28.0,103.0,4.62,7.54,30.0
7788,2508127,WIL744745,00-0028104,Lawrence Wilson,Wilson,1987-11-16,,,,,,,,,,,,,
7789,2499273,KEA506049,00-0028169,Frank Kearse,Kearse,1988-10-28,KearFr00,Frank,76.0,315.0,Alabama A&M,2011.0,231.0,,,,,,
7790,2508141,ZIE560728,00-0028182,Lee Ziemba,Ziemba,1989-03-29,ZiemLe00,Lee,78.0,317.0,Auburn,2011.0,244.0,5.5,20.0,95.0,4.65,7.74,29.0
7791,2531081,KEI386830,00-0028742,Thomas Keiser,Keiser,1989-03-28,KeisTh00,Thomas,76.0,244.0,Stanford,,,,,,,,
7792,2531046,KUN015379,00-0028743,Adi Kunalic,Kunalic,1989-04-01,,,,,,,,,,,,,
7793,2531079,GIA372655,00-0028741,John Gianninoto,Gianninoto,1988-06-15,,,,,,,,,,,,,
7794,2495326,PIL077839,00-0028070,Kealoha Pilares,Pilares,1988-02-20,PilaKe00,Kealoha,70.0,213.0,Hawaii,2011.0,132.0,4.42,19.0,,,,
7795,2531057,PUG428040,00-0028744,Ryan Pugh,Pugh,1988-12-04,,,,,,,,,,,,,
7796,2531087,SAN764822,00-0028745,Anthony Santella,Santella,1988-03-06,,,,,,,,,,,,,
7797,2531063,SMI303545,00-0028689,Greg Smith,Smith,1988-01-13,,,,,,,,,,,,,
7798,2495311,MCC342970,00-0028003,Terrell McClain,McClain,1988-07-20,McClTe00,Terrell,74.0,300.0,South Florida,2011.0,65.0,4.98,29.0,104.0,4.56,7.48,28.0
7799,2531090,TAT693277,00-0028747,Malcolm Tatum,Tatum,1989-03-25,,,,,,,,,,,,,
7800,2508121,THO264264,00-0028081,Josh Thomas,Thomas,1989-05-03,ThomJo01,Josh,70.0,196.0,Buffalo,2011.0,143.0,4.46,13.0,126.0,4.15,6.99,38.5
7801,2495168,HOG007043,00-0028036,Brandon Hogan,Hogan,1988-04-01,HogaBr00,Brandon,70.0,192.0,West Virginia,2011.0,98.0,4.43,19.0,,,,
7802,2530940,ANT434298,00-0028616,Tanner Antle,Antle,1987-10-30,,,,,,,,,,,,,
7803,2495132,CAR104749,00-0027967,Gabe Carimi,Carimi,1988-06-13,CariGa00,Gabe,79.0,315.0,Wisconsin,2011.0,29.0,5.18,29.0,109.0,,,31.5
7804,2530478,BAP632687,00-0028340,Tressor Baptiste,Baptiste,1988-09-13,,,,,,,,,,,,,
7805,2530473,ADA482150,00-0028337,Kyle Adams,Adams,1988-01-19,AdamKy00,Kyle,76.0,250.0,Purdue,,,,,,,,
7806,2530487,BRI306625,00-0028341,J.C. Brignone,Brignone,1989-02-16,,,,,,,,,,,,,
7807,2495257,ALL059152,00-0028565,Armando Allen,Allen,1989-04-30,AlleAr00,Armando,70.0,205.0,Notre Dame,,,4.59,23.0,,,,
7808,2530489,BRY027881,00-0028342,Antareis Bryan,Bryan,1988-05-20,,,,,,,,,,,,,
7809,2530551,WAL664834,00-0028357,Anthony Walters,Walters,1988-09-19,WaltAn01,Anthony,73.0,207.0,Delaware,,,,,,,,
7810,2530516,HUG592048,00-0028345,Robert Hughes,Hughes,1989-06-21,HughRo00,Robert,71.0,235.0,Notre Dame,,,,,,,,
7811,2530524,LAN685634,00-0028347,Spencer Lanning,Lanning,1988-05-21,LannSp00,Spencer,71.0,200.0,South Carolina,,,,,,,,
7812,2531084,LAP749827,00-0028713,Jake Laptad,Laptad,1988-07-29,,,,,,,,,,,,,
7813,2499271,WIL320179,00-0028166,Jabara Williams,Williams,1989-07-06,WillJa12,Jabara,74.0,220.0,S.F. Austin,2011.0,228.0,,,,,,
7814,2495369,YOU284800,00-0028358,Jimmy Young,Young,1987-01-25,,,,,,,,,,,,,
7815,2530522,JON715173,00-0028346,Ryan Jones,Jones,1988-08-08,,,,,,,,,,,,,
7816,2531083,LAM754631,00-0028712,Mike Lamphear,Lamphear,1989-01-02,,,,,,,,,,,,,
7817,2530496,COB534549,00-0028355,Travis Cobb,Cobb,1987-08-05,,,,,,,,,,,,,
7818,2495272,CON690403,00-0028031,Chris Conte,Conte,1989-02-23,ContCh00,Chris,74.0,203.0,California,2011.0,93.0,4.52,18.0,127.0,4.19,7.01,35.5
7819,2495210,PAE059326,00-0027991,Stephen Paea,Paea,1988-05-11,PaeaSt00,Stephen,73.0,306.0,Oregon St.,2011.0,53.0,4.98,49.0,,,,
7820,2530497,DAV496149,00-0028343,Josh Davis,Davis,1988-02-01,,,,,,,,,,,,,
7821,2530499,DEC453043,00-0028344,Dom DeCicco,DeCicco,1988-09-11,DeCiDo00,Dom,76.0,230.0,Pittsburgh,,,,,,,,
7822,2495338,SAN812129,00-0028352,Dane Sanzenbacher,Sanzenbacher,1988-10-13,SanzDa00,Dane,71.0,180.0,Ohio St.,,,4.56,,118.0,3.97,6.46,33.5
7823,2495149,END197145,00-0028098,Nathan Enderle,Enderle,1988-01-12,,,,,,,,,,,,,
7824,2530527,LIN765335,00-0028348,Alex Linnenkohl,Linnenkohl,1988-03-17,,,,,,,,,,,,,
7825,2530545,SMI038086,00-0028353,Andre Smith,Smith,1988-09-26,SmitAn02,Andre,77.0,267.0,Virginia Tech,,,,,,,,
7826,2508095,FAN428790,00-0027916,Andy Fantuz,Fantuz,1983-12-18,,,,,,,,,,,,,
