,pfr_id,last_name,first_name,height,weight,dob,college,draft_year,draft_position,combine_forty,combine_bench_reps,combine_broad_jump,combine_shuttle,combine_cone,combine_vertical,gsis_id
4881,KincKe00,Kincade,Keylon,71,208,1982-08-20,SMU,,,,,,,,,00-0023426
4882,KincBr00,Kinchen,Brian,74,240,1965-08-06,LSU,1988.0,320.0,,,,,,,00-0009237
4883,KindSe99,Kindle,Sergio,76,236,1987-09-20,Texas,2010.0,43.0,4.65,25.0,118.0,4.53,7.26,36.5,00-0027884
4884,KindDe00,Kindred,Derrick,70,208,1993-12-15,TCU,2016.0,129.0,4.5,,123.0,4.29,7.05,37.5,00-0033076
4885,KingAk00,King,Akeem,73,215,1992-10-29,San Jose St.,2015.0,249.0,,,,,,,00-0031630
4886,KingAn00,King,Andre,71,195,1973-11-26,Miami (FL),2001.0,245.0,4.61,,,,,,00-0020415
4887,KingAn20,King,Andy,76,310,1978-11-09,Illinois St.,,,,,,,,,00-0020853
4888,KingAu20,King,Austin,75,288,1981-04-11,Northwestern,2003.0,133.0,5.42,20.0,106.0,4.73,7.99,28.0,00-0022014
4889,KingBr01,King,Brandon,70,194,1987-01-28,Purdue,,,,,,,,,00-0027468
4890,KingBr02,King,Brandon,74,220,1993-06-08,Auburn,,,,,,,,,00-0031856
4891,KingDa00,King,David,76,281,1989-12-27,Oklahoma,2013.0,239.0,,,,,,,00-0030121
4892,KingDe00,King,Deon,74,220,1993-07-02,Norfolk St.,,,,,,,,,00-0032708
4893,KingDe01,King,Desmond,70,200,1994-12-14,Iowa,2017.0,151.0,,14.0,117.0,4.18,6.67,34.0,00-0033566
4894,KingEr20,King,Eric,70,190,1982-05-10,Wake Forest,2005.0,156.0,4.43,12.0,,,,,00-0023589
4895,KingJa00,King,Jarriel,77,321,1987-02-27,South Carolina,,,5.03,23.0,114.0,4.77,7.6,30.0,00-0028621
4896,KingJe00,King,Jeff,75,260,1983-02-19,Virginia Tech,2006.0,155.0,4.83,21.0,109.0,4.09,6.99,32.5,00-0024369
4897,KingJu99,King,Justin,71,185,1987-05-11,Penn St.,2008.0,101.0,4.31,14.0,127.0,4.31,7.14,34.0,00-0026241
4898,KingKe20,King,Kenny,75,285,1981-04-23,Alabama,2003.0,141.0,4.95,25.0,114.0,4.37,7.5,35.0,00-0021916
4899,KingKe01,King,Kevin,75,200,1995-05-05,Washington,2017.0,33.0,4.43,11.0,,3.89,6.56,39.5,00-0033524
4900,KingLa20,King,Lamar,75,305,1975-08-10,Saginaw Valley St.,1999.0,22.0,,,,,,,00-0009263
4901,KingMa00,King,Marquette,72,195,1988-10-26,Fort Valley St.,,,,,,,,,00-0029123
4902,KingMi99,King,Mitch,73,275,1986-05-05,Iowa,,,4.81,23.0,109.0,4.58,7.6,33.5,00-0026548
4903,KingSh00,King,Shaun,73,228,1977-05-29,Tulane,1999.0,50.0,,,,,,,00-0009266
4904,KingSh20,King,Shawn,75,288,1972-06-24,LSU,1995.0,36.0,,,,,,,00-0009267
4905,KingTa00,King,Tavarres,73,192,1990-07-14,Georgia,2013.0,161.0,4.47,11.0,123.0,4.33,6.91,36.5,00-0030091
4906,KingVi00,King,Vick,70,215,1980-02-04,Southern,,,,,,,,,00-0022224
4907,KingKl00,Kingsbury,Kliff,75,220,1979-08-09,Texas Tech,2003.0,201.0,4.77,,101.0,4.1,6.92,30.0,00-0022027
4908,KinnG.00,Kinne,G.J.,74,218,1988-12-01,Tulsa,,,,,,,,,00-0029041
4909,KinnEr00,Kinney,Erron,77,275,1977-07-28,Florida,2000.0,68.0,4.9,,,,,,00-0019659
4910,KirbCh20,Kirby,Charles,73,249,1974-11-27,Virginia,,,,,,,,,00-0009286
4911,KirbTe00,Kirby,Terry,73,221,1970-01-20,Virginia,1993.0,78.0,,,,,,,00-0009288
4912,KircDa00,Kircus,David,74,192,1980-02-19,Grand Valley St.,2003.0,175.0,,,,,,,00-0021973
4913,KirkCh01,Kirk,Christian,71,200,1996-11-18,Texas A&M,2018.0,47.0,4.47,20.0,115.0,4.45,7.09,35.5,00-0034775
4914,KirkRa20,Kirk,Randy,74,232,1964-12-27,San Diego St.,,,,,,,,,00-0009293
4915,KirkDe00,Kirkland,Denver,76,340,1994-03-06,Arkansas,,,5.55,19.0,94.0,5.06,8.72,22.5,00-0033005
4916,KirkLe00,Kirkland,Levon,73,270,1969-02-17,Clemson,1992.0,38.0,,,,,,,00-0009298
4917,KirkDr00,Kirkpatrick,Dre,74,190,1989-10-26,Alabama,2012.0,17.0,4.5,,120.0,,,35.0,00-0029560
4918,KirkCh00,Kirksey,Christian,74,235,1992-08-31,Iowa,2014.0,71.0,4.72,16.0,122.0,,,32.0,00-0031361
4919,KirkKe00,Kirkwood,Keith,75,210,1993-12-26,Hawaii,,,,,,,,,00-0034317
4920,KirlJa99,Kirlew,Jammie,74,253,1987-05-12,Indiana,2010.0,232.0,5.05,26.0,111.0,4.74,7.5,33.0,00-0027824
4921,KirsTr20,Kirschke,Travis,75,298,1974-09-06,UCLA,,,,,,,,,00-0009305
4922,KirtDa00,Kirtman,David,72,230,1983-02-12,USC,2006.0,163.0,4.76,,106.0,4.31,7.18,29.5,00-0024377
4923,KiseMi00,Kiser,Micah,72,244,1995-01-25,Virginia,2018.0,147.0,4.66,,121.0,4.24,7.05,35.5,00-0034806
4924,KistDa00,Kistler,Danny,79,315,1991-03-30,Montana,,,,,,,,,00-0031163
4925,KitcIs00,Kitchen,Ishmaa'ily,73,334,1988-06-24,Kent St.,,,,,,,,,00-0029378
4926,KitnJo00,Kitna,Jon,74,219,1972-09-21,Central Washington,,,,,,,,,00-0009311
4927,KittGe00,Kittle,George,76,250,1993-10-09,Iowa,2017.0,146.0,4.52,18.0,132.0,,,35.0,00-0033288
4928,KittKu00,Kittner,Kurt,74,221,1980-01-23,Illinois,2002.0,158.0,4.86,,100.0,4.5,7.34,27.0,00-0021271
4929,KiwaMa20,Kiwanuka,Mathias,77,267,1983-03-08,Boston Col.,2006.0,32.0,4.7,17.0,120.0,4.13,7.27,32.0,00-0024247
4930,KizeDe00,Kizer,DeShone,76,235,1996-01-03,Notre Dame,2017.0,52.0,4.83,,107.0,4.53,7.4,30.5,00-0033899
4931,KlecDa20,Klecko,Dan,71,275,1981-01-12,Temple,2003.0,117.0,4.94,26.0,111.0,4.43,7.52,33.5,00-0021955
4932,KleiAJ00,Klein,A.J.,73,240,1991-07-30,Iowa St.,2013.0,148.0,4.66,20.0,113.0,,,,00-0030463
4933,KleiJi00,Kleinsasser,Jim,75,272,1977-01-31,North Dakota,1999.0,44.0,,,,,,,00-0009323
4934,KlemAd20,Klemm,Adrian,75,312,1977-05-21,Hawaii,2000.0,46.0,4.98,24.0,,,,,00-0019584
4935,KlinJo01,Kline,Josh,75,300,1989-12-29,Kent St.,,,,,,,,,00-0029992
4936,KlopJo00,Klopfenstein,Joe,77,262,1983-11-09,Colorado,2006.0,46.0,4.63,27.0,112.0,4.21,7.39,36.0,00-0024261
4937,KlugKa00,Klug,Karl,75,278,1988-03-31,Iowa,2011.0,142.0,4.85,22.0,,,,,00-0028080
4938,KluwCh20,Kluwe,Chris,76,210,1981-12-24,UCLA,,,,,,,,,00-0023060
4939,KnapDa00,Knapp,Dan,77,305,1988-09-01,Arizona St.,,,,,,,,,00-0029124
4940,KnigBr01,Knight,Brandon,76,314,1997-04-01,Indiana,,,,,,,,,00-0035418
4941,KnigBr20,Knight,Bryan,74,238,1979-01-22,Pittsburgh,2002.0,165.0,,,,,,,00-0021278
4942,KnigMa00,Knight,Marcus,73,180,1978-06-19,Michigan,,,4.72,,106.0,4.38,7.11,28.5,00-0018981
4943,KnigRo20,Knight,Roger,72,245,1978-10-11,Wisconsin,2001.0,182.0,,,,,,,00-0020306
4944,KnigSa00,Knight,Sammy,72,205,1975-09-10,USC,,,,,,,,,00-0009357
4945,KnigTo20,Knight,Tom,72,202,1974-12-29,Iowa,1997.0,9.0,,,,,,,00-0009360
4946,KnigTe99,Knighton,Terrance,74,295,1986-07-04,Temple,2009.0,72.0,4.93,,103.0,4.78,7.9,28.0,00-0027046
4947,KnotJa00,Knott,Jake,75,239,1990-10-24,Iowa St.,,,4.84,,,,,,00-0030143
4948,KnoxCo00,Knox,Corey,73,252,1989-10-13,Buffalo,,,,,,,,,
4949,KnoxDa00,Knox,Dawson,76,254,1996-11-04,Mississippi,2019.0,96.0,,16.0,,4.27,7.12,34.5,00-0035689
4950,KnoxJo00,Knox,Johnny,72,185,1986-11-03,Abilene Christian,2009.0,140.0,4.34,,122.0,4.15,6.81,35.0,00-0026913
4951,KnoxKy00,Knox,Kyle,73,220,1989-03-10,Fresno St.,,,,,,,,,00-0029649
4952,KochAa20,Koch,Aaron,75,300,1978-02-21,Oregon St.,,,,,,,,,00-0019316
4953,KochSa20,Koch,Sam,73,222,1982-08-13,Nebraska,2006.0,203.0,,,,,,,00-0024417
4954,KocuKr20,Kocurek,Kris,76,293,1978-11-15,Texas Tech,2001.0,237.0,,,,,,,00-0020346
4955,KoehMa00,Koehn,Marshall,72,200,1992-08-29,Iowa,,,,,,,,,00-0032616
4956,KoetAd20,Koets,Adam,77,298,1984-01-07,Oregon St.,2007.0,189.0,5.08,20.0,106.0,4.47,7.44,32.0,00-0025576
4957,KolbKe00,Kolb,Kevin,75,218,1984-08-24,Houston,2007.0,36.0,4.85,,112.0,4.44,6.94,32.5,00-0025423
4958,KoloRo20,Kolodziej,Ross,74,295,1978-05-11,Wisconsin,2001.0,230.0,4.87,25.0,111.0,4.36,7.37,34.5,00-0020412
4959,KomaMa00,Komar,Max,71,202,1987-11-30,Idaho,,,,,,,,,00-0027352
4960,KonrRo00,Konrad,Rob,75,255,1976-11-12,Syracuse,1999.0,43.0,,,,,,,00-0009417
4961,KonzJa00,Konz,Jameson,75,227,1986-07-02,Kent St.,2010.0,245.0,,,,,,,00-0027836
4962,KonzPe00,Konz,Peter,77,315,1989-06-09,Wisconsin,2012.0,55.0,5.16,18.0,,,,,
4963,KooiSc20,Kooistra,Scott,78,335,1980-10-14,North Carolina St.,2003.0,215.0,5.14,28.0,103.0,4.62,7.95,31.0,00-0021902
4964,KoonGe20,Koonce,George,73,245,1968-10-15,Chowan,,,,,,,,,00-0009418
4965,KopaMa00,Kopa,Matt,78,303,1987-02-25,,,,5.14,,,,,,00-0027849
4966,KoppJe20,Kopp,Jeff,75,244,1971-07-08,USC,1995.0,194.0,,,,,,,00-0009420
4967,KoppDa20,Koppen,Dan,74,300,1979-09-12,Boston Col.,2003.0,164.0,5.43,27.0,101.0,4.56,8.26,28.5,00-0022019
4968,KosiKy20,Kosier,Kyle,77,309,1978-11-27,Arizona St.,2002.0,248.0,5.09,24.0,108.0,4.49,7.34,29.5,00-0021348
4969,KouaAr00,Kouandjio,Arie,77,316,1992-04-23,Alabama,2015.0,112.0,5.48,,,,,,00-0031942
4970,KouaCy00,Kouandjio,Cyrus,79,322,1993-07-21,Alabama,2014.0,44.0,5.59,21.0,96.0,4.84,7.71,27.5,00-0031335
4971,KoutNi20,Koutouvides,Niko,74,238,1981-03-25,Purdue,2004.0,116.0,4.71,,108.0,3.88,6.98,30.5,00-0022710
4972,KovaJo00,Kovacs,Jordan,70,205,1990-06-12,Michigan,,,,,,,,,00-0029975
4973,KowaJo00,Kowalewski,Joe,76,250,1982-11-15,Syracuse,,,,,,,,,00-0024170
4974,KowaSc20,Kowalkowski,Scott,74,220,1968-08-23,Notre Dame,1991.0,216.0,,,,,,,00-0009438
4975,KowaKe00,Kowalski,Kevin,75,299,1989-01-02,Toledo,,,,,,,,,00-0028665
4976,KoyaBe00,Koyack,Ben,77,258,1993-04-09,Notre Dame,2015.0,229.0,4.79,,,,,,00-0032139
4977,KozlBr00,Kozlowski,Brian,75,250,1970-10-04,Connecticut,,,,,,,,,00-0009443
4978,KpasTa00,Kpassagnon,Tanoh,79,289,1994-06-14,Villanova,2017.0,59.0,4.83,23.0,128.0,4.62,7.46,30.0,00-0033902
4979,KracMi20,Kracalik,Michael,80,337,1982-09-09,San Diego St.,,,,,,,,,00-0023347
4980,KramEr00,Kramer,Erik,73,200,1964-11-06,North Carolina St.,,,,,,,,,00-0009451
4981,KramJo20,Kramer,Jordan,73,230,1979-12-07,Idaho,,,,,,,,,00-0021557
4982,KranMa00,Kranchick,Matt,79,260,1979-12-13,Penn St.,2004.0,194.0,,,,,,,00-0022219
4983,KrauJo00,Krause,Jonathan,71,190,1992-01-18,Vanderbilt,,,,,,,,,00-0030659
4984,KrauRy00,Krause,Ryan,75,256,1981-06-16,Nebraska-Omaha,2004.0,169.0,4.6,18.0,119.0,4.16,6.78,33.5,00-0022759
4985,KreiDa00,Kreider,Dan,71,250,1977-03-11,New Hampshire,,,,,,,,,00-0019135
4986,KreiCa00,Kreiter,Casey,73,250,1990-08-13,Iowa,,,,,,,,,00-0030957
4987,KrenCr00,Krenzel,Craig,76,225,1981-07-01,Ohio St.,2004.0,148.0,4.84,,112.0,4.08,7.22,28.0,00-0022818
4988,KreuOl00,Kreutz,Olin,74,292,1977-06-09,Washington,1998.0,64.0,,,,,,,00-0009472
4989,KrieHe00,Krieger-Coble,Henry,76,246,1992-06-12,Iowa,,,,,,,,,00-0032523
4990,KrieCl20,Kriewaldt,Clint,73,248,1976-03-17,Wisconsin–Stevens Point,1999.0,177.0,,,,,,,00-0009477
4991,KrisKe00,Kristick,Keaton,75,234,1988-04-25,Oregon St.,,,4.7,16.0,120.0,4.21,6.96,34.0,00-0027377
4992,KrofTy00,Kroft,Tyler,78,252,1992-10-15,Rutgers,2015.0,85.0,4.75,17.0,,,,,00-0032214
4993,KropTr20,Kropog,Troy,77,316,1986-07-31,Tulane,2009.0,135.0,5.3,21.0,100.0,4.84,7.65,30.0,00-0027099
4994,KrouMa00,Kroul,Matt,75,281,1986-02-25,Iowa,,,,,,,,,00-0026652
4995,KrugJo00,Kruger,Joe,78,269,1992-06-04,Utah,2013.0,212.0,4.83,24.0,117.0,4.46,7.17,34.0,00-0030111
4996,KrugPa99,Kruger,Paul,76,285,1986-02-15,Utah,2009.0,57.0,4.79,24.0,108.0,4.47,7.52,32.5,00-0027033
4997,KubeBo20,Kuberski,Bob,76,298,1971-04-05,Navy,1993.0,183.0,,,,,,,00-0009489
4998,KuecLu00,Kuechly,Luke,75,238,1991-04-20,Boston Col.,2012.0,9.0,4.58,27.0,123.0,4.12,6.92,38.0,00-0029248
4999,KuehRy20,Kuehl,Ryan,77,276,1972-01-18,Virginia,,,,,,,,,00-0009496
5000,KuhnJo00,Kuhn,John,72,250,1982-09-09,Shippensburg,,,,,,,,,00-0022999
5001,KuhnMa00,Kuhn,Markus,76,299,1986-05-06,North Carolina St.,2012.0,239.0,4.87,28.0,112.0,4.41,7.43,34.5,00-0029312
5002,KumeJa00,Kumerow,Jake,76,209,1992-02-17,Wisconsin–Whitewater,,,,,,,,,00-0031787
5003,KunaJo00,Kunaszyk,Jordan,75,235,1996-10-15,California,,,,,,,,,00-0035444
5004,KupeCh20,Kuper,Chris,76,303,1982-12-19,North Dakota,2006.0,161.0,5.1,24.0,109.0,4.6,7.59,30.0,00-0024375
5005,KuppCo00,Kupp,Cooper,74,208,1993-06-15,East. Washington,2017.0,69.0,4.62,,116.0,4.08,6.75,31.0,00-0033908
5006,KuppAl00,Kupper,Alex,75,300,1990-02-04,Louisville,,,,,,,,,00-0030238
5007,KurnMa00,Kurn,Mario,74,238,1990-07-03,San Diego,,,,,,,,,00-0029125
5008,KurpJu20,Kurpeikis,Justin,75,254,1977-07-17,Penn St.,,,4.97,22.0,118.0,4.1,6.82,31.5,00-0019949
5009,KushEr00,Kush,Eric,76,317,1989-09-09,California (PA),2013.0,170.0,,,,,,,00-0030094
5010,KwiaNi00,Kwiatkoski,Nick,74,243,1993-05-26,West Virginia,2016.0,113.0,4.73,19.0,120.0,4.22,7.16,32.0,00-0032773
5011,KyleJa20,Kyle,Jason,75,242,1972-05-12,Arizona St.,1995.0,126.0,,,,,,,00-0009530
5012,LabhTr00,Labhart,Travis,69,182,1991-01-20,Texas A&M,,,,,,,,,00-0031145
5013,LabiMi20,Labinjo,Mike,72,241,1980-07-08,Michigan St.,,,,,,,,,00-0022297
5014,LaBoMa20,LaBounty,Matt,76,271,1969-01-03,Oregon,1992.0,327.0,,,,,,,00-0009539
5015,LaBoTr20,LaBoy,Travis,75,250,1981-08-20,Utah St.,2004.0,42.0,4.69,35.0,126.0,4.07,7.01,35.5,00-0022894
5016,LaCaRy20,LaCasse,Ryan,74,257,1983-02-06,Syracuse,2006.0,219.0,4.62,34.0,113.0,4.3,7.25,34.0,00-0024433
5017,LaceDe00,Lacey,Deon,75,235,1990-07-18,West Alabama,,,,,,,,,00-0030197
5018,LaceJa99,Lacey,Jacob,70,177,1987-05-28,Oklahoma St.,,,,,,,,,00-0026674
5019,LaciCo20,Lacina,Corbin,76,302,1970-11-02,Augustana (SD),1993.0,167.0,,,,,,,00-0009542
5020,LaCoMa00,LaCosse,Matt,78,255,1992-09-21,Illinois,,,,,,,,,00-0031744
5021,LacyCh00,Lacy,Chris,75,206,1996-01-28,Oklahoma St.,,,,,,,,,00-0034593
5022,LacyEd00,Lacy,Eddie,71,250,1990-06-02,Alabama,2013.0,61.0,4.55,,,,,,00-0030485
5023,LadlKe00,Ladler,Kenny,73,200,1992-06-23,Vanderbilt,,,4.7,24.0,127.0,,,36.5,00-0030908
5024,LadoL.20,Ladouceur,L.P.,77,256,1981-03-13,California,,,,,,,,,
5025,LaFaTr20,LaFavor,Tron,74,290,1979-11-27,Florida,2003.0,171.0,5.08,26.0,106.0,,,28.0,00-0022062
5026,LaFeBr00,LaFell,Brandon,75,210,1986-11-04,LSU,2010.0,78.0,4.58,,115.0,4.23,6.81,36.0,00-0027681
5027,LaFlBi20,LaFleur,Bill,72,204,1976-02-25,Nebraska,,,,,,,,,
5028,LaFlDa00,LaFleur,David,79,272,1974-01-29,LSU,1997.0,22.0,,,,,,,00-0009550
5029,LairPa00,Laird,Patrick,72,205,1995-08-17,California,,,,,,,,,00-0035342
5030,LakeAn20,Lake,Antwan,76,308,1979-07-10,West Virginia,,,5.08,27.0,,,,,00-0020697
5031,LakeCa00,Lake,Carnell,73,210,1967-07-15,UCLA,1989.0,34.0,,,,,,,00-0009561
5032,LamaJa20,Lamar,Jason,72,228,1978-11-10,Toledo,,,,,,,,,00-0019519
5033,LambDa01,Lambert,DaVonte,74,282,1994-06-23,Auburn,,,,,,,,,00-0032750
5034,LambKe00,Lambert,Keenan,73,215,1992-02-28,Norfolk St.,,,,,,,,,00-0031894
5035,LambJo00,Lambo,Josh,72,215,1990-11-19,Texas A&M,,,5.16,,,,,,00-0032087
5036,LammKe00,Lamm,Kendall,77,310,1992-06-05,Appalachian St.,,,,,,,,,00-0031921
5037,LammCh00,Lammons,Chris,70,190,1996-01-31,South Carolina,,,,,,,,,00-0034145
5038,LampFo00,Lamp,Forrest,76,310,1994-02-21,Western Kentucky,2017.0,38.0,5.0,34.0,111.0,4.62,7.55,27.5,00-0033542
5039,LampJa00,Lampman,Jake,72,205,1993-06-11,Ferris St.,,,,,,,,,00-0033021
5040,LamuEm00,Lamur,Emmanuel,76,245,1989-06-08,Kansas St.,,,,,,,,,00-0029479
5041,LancTy00,Lancaster,Tyler,75,313,1994-11-04,Northwestern,,,,,,,,,00-0034185
5042,LandSe20,Landeta,Sean,72,215,1962-01-06,Towson,,,,,,,,,00-0009584
5043,LandDe00,Landholt,Dennis,76,306,1986-10-15,,,,,,,,,,
5044,LandKe20,Landolt,Kevin,76,298,1975-10-25,West Virginia,1999.0,121.0,,,,,,,00-0009585
5045,LandDe99,Landri,Derek,75,281,1983-09-21,Notre Dame,2007.0,166.0,4.96,24.0,,,,,00-0025553
5046,LandCh00,Landrum,Chris,74,245,1992-09-14,Auburn,,,,,,,,,00-0032905
5047,LandDa21,Landry,Dawan,73,212,1982-12-30,Georgia Tech,2006.0,146.0,4.64,18.0,124.0,4.27,,37.5,00-0024360
5048,LandHa00,Landry,Harold,74,252,1996-06-05,Boston Col.,2018.0,41.0,4.64,24.0,119.0,4.19,6.88,36.0,00-0034828
5049,LandJa00,Landry,Jarvis,71,196,1992-11-28,LSU,2014.0,63.0,4.65,12.0,110.0,,,28.5,00-0031382
5050,LandLa99,Landry,LaRon,73,214,1984-10-14,LSU,2007.0,6.0,4.35,,123.0,,,37.5,00-0025393
5051,LaneAu99,Lane,Austen,78,267,1987-11-09,Murray St.,2010.0,153.0,,,,,,,00-0027752
5052,LaneFr00,Lane,Fred,70,205,1975-09-06,Lane,,,,,,,,,00-0009599
5053,LaneJe00,Lane,Jeremy,72,184,1990-07-14,NW State (LA),2012.0,172.0,,,,,,,00-0029295
5054,LaneJo00,Lane,Jorvorskie,71,277,1987-02-04,Texas A&M,,,,,,,,,00-0029619
5055,LaneMa20,Lane,Max,78,315,1971-02-22,Navy,1994.0,168.0,,,,,,,00-0009604
5056,LangBr99,Lang,Brandon,76,260,1986-06-18,Troy,,,5.0,20.0,104.0,4.68,,28.5,00-0027598
5057,LangKe20,Lang,Kenard,75,264,1975-01-31,Miami (FL),1997.0,17.0,,,,,,,00-0009612
5058,LangT.20,Lang,T.J.,76,315,1987-09-20,East. Michigan,2009.0,109.0,,,,,,,00-0027078
5059,LangJe00,Langford,Jeremy,72,211,1991-12-06,Michigan St.,2015.0,106.0,4.42,,118.0,4.32,7.22,34.5,00-0031569
5060,LangJe20,Langford,Jevon,75,290,1974-02-16,Oklahoma St.,1996.0,108.0,,,,,,,00-0009619
5061,LangKe98,Langford,Kendall,78,305,1986-01-27,Hampton,2008.0,66.0,4.95,24.0,114.0,4.69,7.72,27.0,00-0026206
5062,LangRe99,Langford,Reshard,74,212,1986-02-06,Vanderbilt,,,,,,,,,00-0026571
5063,LangAn20,Langham,Antonio,72,181,1972-07-31,Alabama,1994.0,9.0,,,,,,,00-0009620
5064,LangHa00,Langi,Harvey,74,250,1992-09-24,BYU,,,,23.0,118.0,4.32,7.0,33.0,00-0033392
5065,LangBr00,Langley,Brendan,72,199,1994-10-16,Lamar,2017.0,101.0,,,,,,,00-0033552
5066,LaniAn00,Lanier,Anthony,78,285,1993-05-08,Alabama A&M,,,,,,,,,00-0032369
5067,LankRy00,Lankford,Ryan,72,163,1991-12-09,Illinois,,,,,,,,,00-0030868
5068,LankEl99,Lankster,Ellis,69,191,1987-06-03,West Virginia,2009.0,220.0,,,,,,,00-0027144
5069,LannSp00,Lanning,Spencer,71,200,1988-05-21,South Carolina,,,,,,,,,00-0028347
5070,LansDa00,Lansanah,Danny,73,248,1985-08-28,Connecticut,,,,,,,,,00-0026028
5071,LarkAu00,Larkin,Austin,75,265,1995-04-06,,,,,,,,,,00-0034559
5072,LaRoJo99,LaRocque,Joey,74,226,1986-03-15,Oregon St.,2008.0,243.0,,,,,,,00-0026383
5073,LarrKa20,Larrimore,Kareem,71,190,1976-04-21,West Texas A&M,2000.0,109.0,4.42,,125.0,,,34.0,00-0019631
5074,LarsLe20,Larsen,Leif,76,295,1975-04-03,Texas-El Paso,2000.0,194.0,5.08,45.0,110.0,4.37,7.46,30.0,00-0019497
5075,LarsSp99,Larsen,Spencer,74,235,1984-03-04,Arizona,2008.0,183.0,4.85,27.0,113.0,4.55,7.68,28.5,00-0026323
5076,LarsTe20,Larsen,Ted,75,323,1987-06-13,North Carolina St.,2010.0,205.0,5.19,26.0,96.0,4.66,7.81,24.0,00-0027607
5077,LarsTy00,Larsen,Tyler,76,325,1991-07-08,Utah St.,,,,,,,,,00-0030869
5078,LarsKy20,Larson,Kyle,73,204,1980-09-02,Nebraska,,,4.86,,,,,,00-0022589
5079,LascDa00,Lasco,Daniel,73,205,1992-10-09,California,2016.0,237.0,4.46,23.0,135.0,4.26,7.22,41.5,00-0032804
5080,LasiPa00,Lasike,Paul,71,258,1990-06-18,BYU,,,,,,,,,00-0031706
5081,LassKw20,Lassiter,Kwamie,72,207,1969-12-03,Kansas,,,,,,,,,00-0009659
5082,LathDa01,Latham,Darius,77,305,1994-11-09,Indiana,,,5.32,,100.0,4.63,7.76,29.0,00-0032938
5083,LatiCo00,Latimer,Cody,74,215,1992-10-10,Indiana,2014.0,56.0,4.52,23.0,,,,,00-0031344
5084,LatsBi00,Latsko,Billy,70,233,1984-02-16,Florida,,,,,,,,,00-0024659
5085,LattGr01,Latta,Greg,77,260,1991-12-27,Purdue,,,,,,,,,00-0030678
5086,LattDe01,Lattimore,DeDe,73,237,1991-01-30,South Florida,,,,,,,,,00-0031134
5087,LattJa00,Lattimore,Jamari,74,232,1988-10-06,Middle Tenn. St.,,,,,,,,,00-0028600
5088,LattMa00,Lattimore,Marcus,71,221,1991-10-29,South Carolina,2013.0,131.0,4.65,,,,,,00-0030497
5089,LattMa01,Lattimore,Marshon,72,192,1996-05-19,Ohio St.,2017.0,11.0,4.36,,132.0,,,38.5,00-0033874
5090,LaulKy00,Lauletta,Kyle,74,222,1995-03-17,Richmond,2018.0,108.0,4.81,,113.0,4.07,6.95,31.0,00-0034369
5091,LaurJa99,Laurinaitis,James,74,255,1986-12-03,Ohio St.,2009.0,35.0,4.72,22.0,115.0,4.24,6.93,33.0,00-0027011
5092,LaurLa20,Laury,Lance,74,242,1982-01-17,South Carolina,,,,,,,,,00-0023903
5093,LauvSh20,Lauvao,Shawn,75,308,1987-10-26,Arizona St.,2010.0,92.0,5.22,33.0,101.0,4.51,7.56,26.5,00-0027694
5094,LavaCh20,Lavalais,Chad,73,293,1979-04-15,LSU,2004.0,142.0,5.09,,,,,,00-0022794
5095,LawlJu00,Lawler,Justin,76,265,1994-12-23,SMU,2018.0,244.0,,,,,,,00-0034813
5096,LawrCa01,Lawrence,Cameron,74,234,1991-01-20,Mississippi St.,,,,,,,,,00-0030198
5097,LawrDe00,Lawrence,DeMarcus,75,265,1992-04-28,Boise St.,2014.0,34.0,4.8,20.0,113.0,4.31,7.46,34.5,00-0031411
5098,LawrDe02,Lawrence,Devaroe,74,295,1992-10-13,Auburn,,,,,,,,,00-0033501
5099,LawrDe03,Lawrence,Dexter,76,342,1997-11-12,Clemson,2019.0,17.0,5.05,36.0,,,,,00-0035683
5100,LawrMa20,Lawrence,Marcus,75,236,1982-06-21,South Carolina,,,4.62,19.0,121.0,4.32,7.16,34.0,00-0023263
5101,LawrMa00,Lawrence,Matt,73,210,1985-05-05,Massachusetts,,,,,,,,,00-0026132
5102,LawrQu00,Lawrence,Quinten,73,175,1984-09-21,McNeese St.,2009.0,175.0,4.4,20.0,,,,,00-0027122
5103,LawrRa00,Lawrence,Rashad,74,190,1992-06-10,Northwestern,,,,,,,,,00-0031009
5104,LawrNa00,Lawrie,Nate,79,256,1981-10-17,Yale,2004.0,181.0,,,,,,,00-0022907
5105,LawsTr99,Laws,Trevor,73,297,1985-06-14,Notre Dame,2008.0,47.0,5.09,35.0,103.0,4.49,7.37,30.5,00-0026187
5106,LawsCa00,Lawson,Carl,74,265,1995-06-29,Auburn,2017.0,116.0,4.67,35.0,114.0,4.19,7.46,33.0,00-0033463
5107,LawsGe20,Lawson,Gerard,70,195,1985-01-12,Oregon St.,,,,,,,,,00-0026079
5108,LawsMa20,Lawson,Manny,77,240,1984-07-13,North Carolina St.,2006.0,22.0,4.43,23.0,124.0,4.18,6.9,39.5,00-0024237
5109,LawsNe00,Lawson,Nevin,69,190,1991-04-23,Utah St.,2014.0,133.0,4.48,16.0,120.0,4.4,7.12,33.0,00-0031176
5110,LawsSh00,Lawson,Shaq,75,267,1994-06-17,Clemson,2016.0,19.0,4.7,,120.0,4.21,7.16,33.0,00-0033096
5111,LawtLu00,Lawton,Luke,71,237,1980-08-26,McNeese St.,,,,,,,,,00-0022529
